model,language,triple,residualization,mean_ratio_to_exact_null,frac_below_null,mean_subspace_rank,n
BAAI/bge-m3,ar,NMT,raw,0.6923443707179727,1.0,0.0,96
BAAI/bge-m3,ar,NMT,remove_endpoint_position,0.692757175971605,1.0,6.0,96
BAAI/bge-m3,ar,NMT,remove_sign,0.6933808848971083,1.0,1.0,96
BAAI/bge-m3,ar,NMT,remove_triple_label,0.692733096277903,1.0,4.0,96
BAAI/bge-m3,ar,NMT,remove_triple_plus_position_plus_sign,0.6931372003944678,1.0,11.0,96
BAAI/bge-m3,ar,NQM,raw,0.5590954438091467,1.0,0.0,96
BAAI/bge-m3,ar,NQM,remove_endpoint_position,0.5496792413820518,1.0,6.0,96
BAAI/bge-m3,ar,NQM,remove_sign,0.5610655758013204,1.0,1.0,96
BAAI/bge-m3,ar,NQM,remove_triple_label,0.5575194676851611,1.0,4.0,96
BAAI/bge-m3,ar,NQM,remove_triple_plus_position_plus_sign,0.5442103202236881,1.0,11.0,96
BAAI/bge-m3,ar,NQT,raw,0.5478089024689172,1.0,0.0,96
BAAI/bge-m3,ar,NQT,remove_endpoint_position,0.5480852224123155,1.0,6.0,96
BAAI/bge-m3,ar,NQT,remove_sign,0.5481081115565752,1.0,1.0,96
BAAI/bge-m3,ar,NQT,remove_triple_label,0.5474798127254552,1.0,4.0,96
BAAI/bge-m3,ar,NQT,remove_triple_plus_position_plus_sign,0.5464668893808418,1.0,11.0,96
BAAI/bge-m3,ar,QMT,raw,0.5821460507876112,1.0,0.0,96
BAAI/bge-m3,ar,QMT,remove_endpoint_position,0.5914166435030113,1.0,6.0,96
BAAI/bge-m3,ar,QMT,remove_sign,0.5822870445177478,1.0,1.0,96
BAAI/bge-m3,ar,QMT,remove_triple_label,0.5782375670521926,1.0,4.0,96
BAAI/bge-m3,ar,QMT,remove_triple_plus_position_plus_sign,0.5882424530986358,1.0,11.0,96
BAAI/bge-m3,de,NMT,raw,0.7856490376160133,1.0,0.0,96
BAAI/bge-m3,de,NMT,remove_endpoint_position,0.7857211217061518,1.0,6.0,96
BAAI/bge-m3,de,NMT,remove_sign,0.7861055805076461,1.0,1.0,96
BAAI/bge-m3,de,NMT,remove_triple_label,0.7869656957367549,1.0,4.0,96
BAAI/bge-m3,de,NMT,remove_triple_plus_position_plus_sign,0.784835968111436,1.0,11.0,96
BAAI/bge-m3,de,NQM,raw,0.6368323762343008,1.0,0.0,96
BAAI/bge-m3,de,NQM,remove_endpoint_position,0.6080608917551514,1.0,6.0,96
BAAI/bge-m3,de,NQM,remove_sign,0.6172916996189911,1.0,1.0,96
BAAI/bge-m3,de,NQM,remove_triple_label,0.643315335702381,1.0,4.0,96
BAAI/bge-m3,de,NQM,remove_triple_plus_position_plus_sign,0.6199473660966196,1.0,11.0,96
BAAI/bge-m3,de,NQT,raw,0.8177057664944757,1.0,0.0,96
BAAI/bge-m3,de,NQT,remove_endpoint_position,0.8063516073159872,1.0,6.0,96
BAAI/bge-m3,de,NQT,remove_sign,0.8071332090346527,1.0,1.0,96
BAAI/bge-m3,de,NQT,remove_triple_label,0.8195682743337044,1.0,4.0,96
BAAI/bge-m3,de,NQT,remove_triple_plus_position_plus_sign,0.8092126542083277,1.0,11.0,96
BAAI/bge-m3,de,QMT,raw,0.6931630583251324,1.0,0.0,96
BAAI/bge-m3,de,QMT,remove_endpoint_position,0.710974249823892,1.0,6.0,96
BAAI/bge-m3,de,QMT,remove_sign,0.696483896179069,1.0,1.0,96
BAAI/bge-m3,de,QMT,remove_triple_label,0.6916170636051234,1.0,4.0,96
BAAI/bge-m3,de,QMT,remove_triple_plus_position_plus_sign,0.7132930538625444,1.0,11.0,96
