model,language,from_level,to_level,step_size,mean_delta_norm,centroid_norm,n
BAAI/bge-m3,ar,-2,-1,1,6.6458845138549805,6.241989612579346,160
BAAI/bge-m3,ar,-1,0,1,8.257813453674316,7.812922477722168,160
BAAI/bge-m3,ar,0,1,1,8.060601234436035,7.554098606109619,160
BAAI/bge-m3,ar,1,2,1,8.03446102142334,7.673830509185791,160
BAAI/bge-m3,ar,-2,0,2,9.330169677734377,8.873141288757324,160
BAAI/bge-m3,ar,-1,1,2,2.0943939685821533,1.3076846599578855,160
BAAI/bge-m3,ar,0,2,2,9.689704895019531,9.284934043884276,160
BAAI/bge-m3,ar,-2,2,4,8.326929092407227,8.039449691772461,160
BAAI/bge-m3,de,-2,-1,1,8.473299980163574,7.905781269073486,160
BAAI/bge-m3,de,-1,0,1,10.822746276855469,10.04148769378662,160
BAAI/bge-m3,de,0,1,1,9.846380233764648,9.127829551696776,160
BAAI/bge-m3,de,1,2,1,3.809546947479248,3.2454750537872314,160
BAAI/bge-m3,de,-2,0,2,11.012948989868164,10.366256713867188,160
BAAI/bge-m3,de,-1,1,2,10.27719497680664,9.745316505432127,160
BAAI/bge-m3,de,0,2,2,10.86072826385498,10.140263557434082,160
BAAI/bge-m3,de,-2,2,4,12.331445693969728,11.916143417358398,160
BAAI/bge-m3,en,-2,-1,1,4.965947151184082,4.736639022827148,160
BAAI/bge-m3,en,-1,0,1,9.958471298217772,9.607583999633787,160
BAAI/bge-m3,en,0,1,1,13.44215202331543,13.008063316345217,160
BAAI/bge-m3,en,1,2,1,3.503759384155273,3.1623125076293945,160
BAAI/bge-m3,en,-2,0,2,10.797680854797363,10.489449501037598,160
BAAI/bge-m3,en,-1,1,2,11.56616497039795,11.222973823547363,160
BAAI/bge-m3,en,0,2,2,14.209693908691406,13.741554260253906,160
BAAI/bge-m3,en,-2,2,4,13.35780906677246,12.951746940612791,160
BAAI/bge-m3,es,-2,-1,1,7.12197732925415,6.7230987548828125,160
BAAI/bge-m3,es,-1,0,1,10.02917766571045,9.592244148254396,160
BAAI/bge-m3,es,0,1,1,12.98045539855957,12.439983367919922,160
BAAI/bge-m3,es,1,2,1,5.29635763168335,4.624513626098633,160
BAAI/bge-m3,es,-2,0,2,11.411527633666992,10.971471786499023,160
BAAI/bge-m3,es,-1,1,2,11.16873550415039,10.777496337890623,160
BAAI/bge-m3,es,0,2,2,13.44413948059082,12.8268461227417,160
BAAI/bge-m3,es,-2,2,4,12.195247650146484,11.70610809326172,160
BAAI/bge-m3,fr,-2,-1,1,7.454089164733887,7.006733417510986,160
BAAI/bge-m3,fr,-1,0,1,11.487774848937988,10.987259864807127,160
